,Country,Year,Life expectancy at birth (years),GDP,Value
0,Chile,2000,77.3,77860932152.0,52.6
1,Chile,2000,77.3,77860932152.0,59.1
2,Chile,2000,77.3,77860932152.0,64.5
3,Chile,2000,77.3,77860932152.0,57.4
4,Chile,2000,77.3,77860932152.0,4.6
5,Chile,2000,77.3,77860932152.0,6.2
6,Chile,2000,77.3,77860932152.0,5.6
7,Chile,2000,77.3,77860932152.0,7.3
8,Chile,2001,77.3,70979923960.0,52.6
9,Chile,2001,77.3,70979923960.0,59.1
10,Chile,2001,77.3,70979923960.0,64.5
11,Chile,2001,77.3,70979923960.0,57.4
12,Chile,2001,77.3,70979923960.0,4.6
13,Chile,2001,77.3,70979923960.0,6.2
14,Chile,2001,77.3,70979923960.0,5.6
15,Chile,2001,77.3,70979923960.0,7.3
16,Chile,2002,77.8,69736811435.0,52.6
17,Chile,2002,77.8,69736811435.0,59.1
18,Chile,2002,77.8,69736811435.0,64.5
19,Chile,2002,77.8,69736811435.0,57.4
20,Chile,2002,77.8,69736811435.0,4.6
21,Chile,2002,77.8,69736811435.0,6.2
22,Chile,2002,77.8,69736811435.0,5.6
23,Chile,2002,77.8,69736811435.0,7.3
24,Chile,2003,77.9,75643459840.0,52.6
25,Chile,2003,77.9,75643459840.0,59.1
26,Chile,2003,77.9,75643459840.0,64.5
27,Chile,2003,77.9,75643459840.0,57.4
28,Chile,2003,77.9,75643459840.0,4.6
29,Chile,2003,77.9,75643459840.0,6.2
30,Chile,2003,77.9,75643459840.0,5.6
31,Chile,2003,77.9,75643459840.0,7.3
32,Chile,2004,78.0,99210392858.0,52.6
33,Chile,2004,78.0,99210392858.0,59.1
34,Chile,2004,78.0,99210392858.0,64.5
35,Chile,2004,78.0,99210392858.0,57.4
36,Chile,2004,78.0,99210392858.0,4.6
37,Chile,2004,78.0,99210392858.0,6.2
38,Chile,2004,78.0,99210392858.0,5.6
39,Chile,2004,78.0,99210392858.0,7.3
40,Chile,2005,78.4,122965000000.0,52.6
41,Chile,2005,78.4,122965000000.0,59.1
42,Chile,2005,78.4,122965000000.0,64.5
43,Chile,2005,78.4,122965000000.0,57.4
44,Chile,2005,78.4,122965000000.0,4.6
45,Chile,2005,78.4,122965000000.0,6.2
46,Chile,2005,78.4,122965000000.0,5.6
47,Chile,2005,78.4,122965000000.0,7.3
48,Chile,2006,78.9,154788000000.0,52.6
49,Chile,2006,78.9,154788000000.0,59.1
50,Chile,2006,78.9,154788000000.0,64.5
51,Chile,2006,78.9,154788000000.0,57.4
52,Chile,2006,78.9,154788000000.0,4.6
53,Chile,2006,78.9,154788000000.0,6.2
54,Chile,2006,78.9,154788000000.0,5.6
55,Chile,2006,78.9,154788000000.0,7.3
56,Chile,2007,78.9,173606000000.0,52.6
57,Chile,2007,78.9,173606000000.0,59.1
58,Chile,2007,78.9,173606000000.0,64.5
59,Chile,2007,78.9,173606000000.0,57.4
60,Chile,2007,78.9,173606000000.0,4.6
61,Chile,2007,78.9,173606000000.0,6.2
62,Chile,2007,78.9,173606000000.0,5.6
63,Chile,2007,78.9,173606000000.0,7.3
64,Chile,2008,79.6,179638000000.0,52.6
65,Chile,2008,79.6,179638000000.0,59.1
66,Chile,2008,79.6,179638000000.0,64.5
67,Chile,2008,79.6,179638000000.0,57.4
68,Chile,2008,79.6,179638000000.0,4.6
69,Chile,2008,79.6,179638000000.0,6.2
70,Chile,2008,79.6,179638000000.0,5.6
71,Chile,2008,79.6,179638000000.0,7.3
72,Chile,2009,79.3,172389000000.0,52.6
73,Chile,2009,79.3,172389000000.0,59.1
74,Chile,2009,79.3,172389000000.0,64.5
75,Chile,2009,79.3,172389000000.0,57.4
76,Chile,2009,79.3,172389000000.0,4.6
77,Chile,2009,79.3,172389000000.0,6.2
78,Chile,2009,79.3,172389000000.0,5.6
79,Chile,2009,79.3,172389000000.0,7.3
80,Chile,2010,79.1,218538000000.0,52.6
81,Chile,2010,79.1,218538000000.0,59.1
82,Chile,2010,79.1,218538000000.0,64.5
83,Chile,2010,79.1,218538000000.0,57.4
84,Chile,2010,79.1,218538000000.0,4.6
85,Chile,2010,79.1,218538000000.0,6.2
86,Chile,2010,79.1,218538000000.0,5.6
87,Chile,2010,79.1,218538000000.0,7.3
88,Chile,2011,79.8,252252000000.0,52.6
89,Chile,2011,79.8,252252000000.0,59.1
90,Chile,2011,79.8,252252000000.0,64.5
91,Chile,2011,79.8,252252000000.0,57.4
92,Chile,2011,79.8,252252000000.0,4.6
93,Chile,2011,79.8,252252000000.0,6.2
94,Chile,2011,79.8,252252000000.0,5.6
95,Chile,2011,79.8,252252000000.0,7.3
96,Chile,2012,79.9,267122000000.0,52.6
97,Chile,2012,79.9,267122000000.0,59.1
98,Chile,2012,79.9,267122000000.0,64.5
99,Chile,2012,79.9,267122000000.0,57.4
100,Chile,2012,79.9,267122000000.0,4.6
101,Chile,2012,79.9,267122000000.0,6.2
102,Chile,2012,79.9,267122000000.0,5.6
103,Chile,2012,79.9,267122000000.0,7.3
104,Chile,2013,80.1,278384000000.0,52.6
105,Chile,2013,80.1,278384000000.0,59.1
106,Chile,2013,80.1,278384000000.0,64.5
107,Chile,2013,80.1,278384000000.0,57.4
108,Chile,2013,80.1,278384000000.0,4.6
109,Chile,2013,80.1,278384000000.0,6.2
110,Chile,2013,80.1,278384000000.0,5.6
111,Chile,2013,80.1,278384000000.0,7.3
112,Chile,2014,80.3,260990000000.0,52.6
113,Chile,2014,80.3,260990000000.0,59.1
114,Chile,2014,80.3,260990000000.0,64.5
115,Chile,2014,80.3,260990000000.0,57.4
116,Chile,2014,80.3,260990000000.0,4.6
117,Chile,2014,80.3,260990000000.0,6.2
118,Chile,2014,80.3,260990000000.0,5.6
119,Chile,2014,80.3,260990000000.0,7.3
120,Chile,2015,80.5,242518000000.0,52.6
121,Chile,2015,80.5,242518000000.0,59.1
122,Chile,2015,80.5,242518000000.0,64.5
123,Chile,2015,80.5,242518000000.0,57.4
124,Chile,2015,80.5,242518000000.0,4.6
125,Chile,2015,80.5,242518000000.0,6.2
126,Chile,2015,80.5,242518000000.0,5.6
127,Chile,2015,80.5,242518000000.0,7.3
128,China,2000,71.7,1211350000000.0,
129,China,2001,72.2,1339400000000.0,
130,China,2002,72.7,1470550000000.0,
131,China,2003,73.1,1660290000000.0,
132,China,2004,73.5,1955350000000.0,
133,China,2005,73.9,2285970000000.0,
134,China,2006,74.2,2752130000000.0,
135,China,2007,74.4,3552180000000.0,
136,China,2008,74.5,4598210000000.0,
137,China,2009,74.9,5109950000000.0,
138,China,2010,75.0,6100620000000.0,
139,China,2011,75.2,7572550000000.0,
140,China,2012,75.4,8560550000000.0,
141,China,2013,75.6,9607220000000.0,
142,China,2014,75.8,10482400000000.0,
143,China,2015,76.1,11064700000000.0,
144,Germany,2000,78.0,1949950000000.0,60.1
145,Germany,2000,78.0,1949950000000.0,60.5
146,Germany,2000,78.0,1949950000000.0,59.8
147,Germany,2000,78.0,1949950000000.0,64.5
148,Germany,2000,78.0,1949950000000.0,65.2
149,Germany,2000,78.0,1949950000000.0,65.2
150,Germany,2000,78.0,1949950000000.0,64.8
151,Germany,2000,78.0,1949950000000.0,65.4
152,Germany,2000,78.0,1949950000000.0,64.9
153,Germany,2000,78.0,1949950000000.0,65.2
154,Germany,2000,78.0,1949950000000.0,64.5
155,Germany,2000,78.0,1949950000000.0,9.4
156,Germany,2000,78.0,1949950000000.0,9.3
157,Germany,2000,78.0,1949950000000.0,9.5
158,Germany,2000,78.0,1949950000000.0,8.0
159,Germany,2000,78.0,1949950000000.0,7.9
160,Germany,2000,78.0,1949950000000.0,8.1
161,Germany,2000,78.0,1949950000000.0,8.2
162,Germany,2000,78.0,1949950000000.0,8.6
163,Germany,2000,78.0,1949950000000.0,8.1
164,Germany,2000,78.0,1949950000000.0,8.0
165,Germany,2000,78.0,1949950000000.0,8.3
166,Germany,2001,78.3,1950650000000.0,60.1
167,Germany,2001,78.3,1950650000000.0,60.5
168,Germany,2001,78.3,1950650000000.0,59.8
169,Germany,2001,78.3,1950650000000.0,64.5
170,Germany,2001,78.3,1950650000000.0,65.2
171,Germany,2001,78.3,1950650000000.0,65.2
172,Germany,2001,78.3,1950650000000.0,64.8
173,Germany,2001,78.3,1950650000000.0,65.4
174,Germany,2001,78.3,1950650000000.0,64.9
175,Germany,2001,78.3,1950650000000.0,65.2
176,Germany,2001,78.3,1950650000000.0,64.5
177,Germany,2001,78.3,1950650000000.0,9.4
178,Germany,2001,78.3,1950650000000.0,9.3
179,Germany,2001,78.3,1950650000000.0,9.5
180,Germany,2001,78.3,1950650000000.0,8.0
181,Germany,2001,78.3,1950650000000.0,7.9
182,Germany,2001,78.3,1950650000000.0,8.1
183,Germany,2001,78.3,1950650000000.0,8.2
184,Germany,2001,78.3,1950650000000.0,8.6
185,Germany,2001,78.3,1950650000000.0,8.1
186,Germany,2001,78.3,1950650000000.0,8.0
187,Germany,2001,78.3,1950650000000.0,8.3
188,Germany,2002,78.4,2079140000000.0,60.1
189,Germany,2002,78.4,2079140000000.0,60.5
190,Germany,2002,78.4,2079140000000.0,59.8
191,Germany,2002,78.4,2079140000000.0,64.5
192,Germany,2002,78.4,2079140000000.0,65.2
193,Germany,2002,78.4,2079140000000.0,65.2
194,Germany,2002,78.4,2079140000000.0,64.8
195,Germany,2002,78.4,2079140000000.0,65.4
196,Germany,2002,78.4,2079140000000.0,64.9
197,Germany,2002,78.4,2079140000000.0,65.2
198,Germany,2002,78.4,2079140000000.0,64.5
199,Germany,2002,78.4,2079140000000.0,9.4
200,Germany,2002,78.4,2079140000000.0,9.3
201,Germany,2002,78.4,2079140000000.0,9.5
202,Germany,2002,78.4,2079140000000.0,8.0
203,Germany,2002,78.4,2079140000000.0,7.9
204,Germany,2002,78.4,2079140000000.0,8.1
205,Germany,2002,78.4,2079140000000.0,8.2
206,Germany,2002,78.4,2079140000000.0,8.6
207,Germany,2002,78.4,2079140000000.0,8.1
208,Germany,2002,78.4,2079140000000.0,8.0
209,Germany,2002,78.4,2079140000000.0,8.3
210,Germany,2003,78.5,2505730000000.0,60.1
211,Germany,2003,78.5,2505730000000.0,60.5
212,Germany,2003,78.5,2505730000000.0,59.8
213,Germany,2003,78.5,2505730000000.0,64.5
214,Germany,2003,78.5,2505730000000.0,65.2
215,Germany,2003,78.5,2505730000000.0,65.2
216,Germany,2003,78.5,2505730000000.0,64.8
217,Germany,2003,78.5,2505730000000.0,65.4
218,Germany,2003,78.5,2505730000000.0,64.9
219,Germany,2003,78.5,2505730000000.0,65.2
220,Germany,2003,78.5,2505730000000.0,64.5
221,Germany,2003,78.5,2505730000000.0,9.4
222,Germany,2003,78.5,2505730000000.0,9.3
223,Germany,2003,78.5,2505730000000.0,9.5
224,Germany,2003,78.5,2505730000000.0,8.0
225,Germany,2003,78.5,2505730000000.0,7.9
226,Germany,2003,78.5,2505730000000.0,8.1
227,Germany,2003,78.5,2505730000000.0,8.2
228,Germany,2003,78.5,2505730000000.0,8.6
229,Germany,2003,78.5,2505730000000.0,8.1
230,Germany,2003,78.5,2505730000000.0,8.0
231,Germany,2003,78.5,2505730000000.0,8.3
232,Germany,2004,79.1,2819250000000.0,60.1
233,Germany,2004,79.1,2819250000000.0,60.5
234,Germany,2004,79.1,2819250000000.0,59.8
235,Germany,2004,79.1,2819250000000.0,64.5
236,Germany,2004,79.1,2819250000000.0,65.2
237,Germany,2004,79.1,2819250000000.0,65.2
238,Germany,2004,79.1,2819250000000.0,64.8
239,Germany,2004,79.1,2819250000000.0,65.4
240,Germany,2004,79.1,2819250000000.0,64.9
241,Germany,2004,79.1,2819250000000.0,65.2
242,Germany,2004,79.1,2819250000000.0,64.5
243,Germany,2004,79.1,2819250000000.0,9.4
244,Germany,2004,79.1,2819250000000.0,9.3
245,Germany,2004,79.1,2819250000000.0,9.5
246,Germany,2004,79.1,2819250000000.0,8.0
247,Germany,2004,79.1,2819250000000.0,7.9
248,Germany,2004,79.1,2819250000000.0,8.1
249,Germany,2004,79.1,2819250000000.0,8.2
250,Germany,2004,79.1,2819250000000.0,8.6
251,Germany,2004,79.1,2819250000000.0,8.1
252,Germany,2004,79.1,2819250000000.0,8.0
253,Germany,2004,79.1,2819250000000.0,8.3
254,Germany,2005,79.2,2861410000000.0,60.1
255,Germany,2005,79.2,2861410000000.0,60.5
256,Germany,2005,79.2,2861410000000.0,59.8
257,Germany,2005,79.2,2861410000000.0,64.5
258,Germany,2005,79.2,2861410000000.0,65.2
259,Germany,2005,79.2,2861410000000.0,65.2
260,Germany,2005,79.2,2861410000000.0,64.8
261,Germany,2005,79.2,2861410000000.0,65.4
262,Germany,2005,79.2,2861410000000.0,64.9
263,Germany,2005,79.2,2861410000000.0,65.2
264,Germany,2005,79.2,2861410000000.0,64.5
265,Germany,2005,79.2,2861410000000.0,9.4
266,Germany,2005,79.2,2861410000000.0,9.3
267,Germany,2005,79.2,2861410000000.0,9.5
268,Germany,2005,79.2,2861410000000.0,8.0
269,Germany,2005,79.2,2861410000000.0,7.9
270,Germany,2005,79.2,2861410000000.0,8.1
271,Germany,2005,79.2,2861410000000.0,8.2
272,Germany,2005,79.2,2861410000000.0,8.6
273,Germany,2005,79.2,2861410000000.0,8.1
274,Germany,2005,79.2,2861410000000.0,8.0
275,Germany,2005,79.2,2861410000000.0,8.3
276,Germany,2006,79.6,3002450000000.0,60.1
277,Germany,2006,79.6,3002450000000.0,60.5
278,Germany,2006,79.6,3002450000000.0,59.8
279,Germany,2006,79.6,3002450000000.0,64.5
280,Germany,2006,79.6,3002450000000.0,65.2
281,Germany,2006,79.6,3002450000000.0,65.2
282,Germany,2006,79.6,3002450000000.0,64.8
283,Germany,2006,79.6,3002450000000.0,65.4
284,Germany,2006,79.6,3002450000000.0,64.9
285,Germany,2006,79.6,3002450000000.0,65.2
286,Germany,2006,79.6,3002450000000.0,64.5
287,Germany,2006,79.6,3002450000000.0,9.4
288,Germany,2006,79.6,3002450000000.0,9.3
289,Germany,2006,79.6,3002450000000.0,9.5
290,Germany,2006,79.6,3002450000000.0,8.0
291,Germany,2006,79.6,3002450000000.0,7.9
292,Germany,2006,79.6,3002450000000.0,8.1
293,Germany,2006,79.6,3002450000000.0,8.2
294,Germany,2006,79.6,3002450000000.0,8.6
